Код,Дія,Лист,Виробник,Назва (прайс),Фасовка,Діюча речовина,Норма,Категорія slug,Категорія UA,Ціна з ПДВ,Без ПДВ,Готівка ×1.10,Валюта,Slug (наш),Назва (наша),Фасовка (наша),Tier,№ рядка
1381,new-sku,"Нопосон","Нопосон","БАЛОР","5 л","Хізалофоп-п-етил, 125 г/л","0,6-1,2 л/га",herbitsydy,"Гербіцид",8.12,6.77,7.45,USD,"","","",,16
1382,new-sku,"Нопосон","Нопосон","Клетект МЕГА","5 л","Клетодим, 300 г/л","0,25-0,6л/га",herbitsydy,"Гербіцид",9.74,8.12,8.93,USD,"","","",,17
1383,new-sku,"Нопосон","Нопосон","КлетАКТИВ","5 л","Суміш жирних кислот рослиного походження","0,3-0,8л/га",herbitsydy,"Гербіцид",5.9,4.92,5.41,USD,"","","",,30
1384,new-sku,"Нертус","Нертус","Адвокат, КС","5 л","метрибузин,  600 г/л","",herbitsydy,"Гербіцид",22.11,18.43,20.27,USD,"","","",,3
1385,new-sku,"Нертус","Нертус","Аргумент Форте 500 SL, РК","20 л","калійна сіль гліфосату, у кислотному екв., 500 г/л","",herbitsydy,"Гербіцид",5.42,4.51,4.96,USD,"","","",,6
1386,new-sku,"Нертус","Нертус","Аргумент Форте 500 SL, РК","1 л","калійна сіль гліфосату, у кислотному екв., 500 г/л","",herbitsydy,"Гербіцид",6.11,5.09,5.6,USD,"","","",,7
1387,new-sku,"Нертус","Нертус","Бату, РГ","банка 0,25, 0,3, 0,5 кг","римсульфурон, 500 г/кг; тифенсульфурон-метил, 250 г/кг","",herbitsydy,"Гербіцид",118.43,98.69,108.56,USD,"","","",,8
1388,new-sku,"Нертус","Нертус","Воленс МЕ","5 л","ацифлоурфен, 200 г/л; кломазон, 42 г/л","",herbitsydy,"Гербіцид",17.9,14.91,16.4,USD,"","","",,9
1389,new-sku,"Нертус","Нертус","Володар Форте, РК NEW","","2-метил-4-хлорфериксиоцтова кислота у формі диметиламінної солі, 750г/л, у кислотному еквіваленті, 613г/л","",herbitsydy,"Гербіцид",8.7,7.25,7.98,USD,"","","",,10
1390,new-sku,"Нертус","Нертус","Грізний, ВГ","банка 0,25, 0,3, 0,5 кг","трибенурон-метил, 750 г/кг","",herbitsydy,"Гербіцид",45.8,38.16,41.98,USD,"","","",,12
1391,new-sku,"Нертус","Нертус","Грізний Експерт, ВГ","банка 0,25, 0,3, 0,5 кг","трибенурон-метил, 750 г/кг","",herbitsydy,"Гербіцид",57.63,48.03,52.83,USD,"","","",,13
1392,new-sku,"Нертус","Нертус","Декабрист 480, РК","5 л","дикамба, 480 г/л","",herbitsydy,"Гербіцид",11.79,9.83,10.81,USD,"","","",,14
1393,new-sku,"Нертус","Нертус","Евро-Ланг, р.к","5 л","імазетапір, 100 г/л, біоактиватор NN-21","",herbitsydy,"Гербіцид",7.89,6.58,7.24,USD,"","","",,15
1394,new-sku,"Нертус","Нертус","Евро-Ленд, РК","5 л","імазамокс, 33 г/л; імазапір, 15 г/л","",herbitsydy,"Гербіцид",16.22,13.51,14.86,USD,"","","",,16
1395,new-sku,"Нертус","Нертус","Евро-Ленд, РК","1 л","імазамокс, 33 г/л; імазапір, 15 г/л","",herbitsydy,"Гербіцид",17.33,14.44,15.88,USD,"","","",,17
1396,new-sku,"Нертус","Нертус","Ефірон, КЕ","5 л","2-етилгексиловый ефір 2,4-Д , 564 г/л","",herbitsydy,"Гербіцид",8.19,6.83,7.51,USD,"","","",,18
1397,new-sku,"Нертус","Нертус","Ефірон, КЕ","20 л","2-етилгексиловый ефір 2,4-Д , 564 г/л","",herbitsydy,"Гербіцид",7.73,6.44,7.08,USD,"","","",,19
1398,new-sku,"Нертус","Нертус","Капрал, КС","5л, 20л","прометрин, 500 г/л","",herbitsydy,"Гербіцид",5.55,4.63,5.09,USD,"","","",,20
1399,new-sku,"Нертус","Нертус","Конвой, ВГ","0.25 кг","трибенурон-метил, 300 г/кг;      флорасулам, 105 г/кг;           триасульфурон, 95 г/кг","",herbitsydy,"Гербіцид",96.04,80.04,88.04,USD,"","","",,22
1400,new-sku,"Нертус","Нертус","Легенда, МД","5 л","мезотріон, 75 г/л +нікосульфурон, 30 г/л","",herbitsydy,"Гербіцид",12.56,10.46,11.51,USD,"","","",,23
1401,new-sku,"Нертус","Нертус","Лемур, КЕ","5 л","хізалафоп-П-тефурил, 40 г/л","",herbitsydy,"Гербіцид",11.06,9.21,10.13,USD,"","","",,24
1402,new-sku,"Нертус","Нертус","Мікадо, РК","5 л","клопіралід, 267 г/л; піклорам,67 г/л","",herbitsydy,"Гербіцид",19.78,16.49,18.14,USD,"","","",,26
1403,new-sku,"Нертус","Нертус","Мотор РК","5 л","імазамокс, 40 г/л","",herbitsydy,"Гербіцид",13.5,11.25,12.38,USD,"","","",,29
1404,new-sku,"Нертус","Нертус","Пріус, СЕ","5 л","флорасулам, 6,25 г/л; 2,4-Д етилгексиловый ефір, 452,42 г/л","",herbitsydy,"Гербіцид",7.5,6.25,6.88,USD,"","","",,31
1405,new-sku,"Нертус","Нертус","Сабер, ВГ","0.25 кг","трибенурон-метил,310 г/кг; флорасулам, 95 г/кг; флуметсулам, 95г/кг","",herbitsydy,"Гербіцид",92.1,76.75,84.43,USD,"","","",,32
1406,new-packaging,"Нертус","Нертус","Сентинел КЕ","20 л","пропізохлор, 576 г/л; метрибузин, 60 г/л","",herbitsydy,"Гербіцид",12.92,10.76,11.84,USD,"sentynel-ke-nertus","Сентинел КЕ","5 л",econom,34
1407,new-sku,"Нертус","Нертус","Серп, РК","10 л","імазетапір, 100 г/л","",herbitsydy,"Гербіцид",9.32,7.76,8.54,USD,"","","",,35
1408,new-sku,"Нертус","Нертус","Сонхус, ВГ","банка 0,25 кг","клопіралід, 750 г/кг","",herbitsydy,"Гербіцид",46.58,38.81,42.69,USD,"","","",,36
1409,new-sku,"Нертус","Нертус","Сокіл, КЕ","5 л","хізалафоп-П-етил, 125 г/л","",herbitsydy,"Гербіцид",8.51,7.09,7.8,USD,"","","",,37
1410,new-sku,"Нертус","Нертус","Табезон, РК","10л, 20л","бентазон, 480 г/л","",herbitsydy,"Гербіцид",9.39,7.83,8.61,USD,"","","",,38
1411,new-sku,"Нертус","Нертус","Фантастик, МД NEW","5 л","мезотріон, 75 г/л +нікосульфурон, 30 г/л, + тієнкарбазон-метил, 10г/л + ципросульфамід, 15г/л","",herbitsydy,"Гербіцид",26.89,22.41,24.65,USD,"","","",,40
1412,new-sku,"Нертус","Нертус","Цетодим, к.е. + ПАР Фофір","5л+15л","клетодим, 200 г/л","",herbitsydy,"Гербіцид",35.73,29.78,32.76,USD,"","","",,42
1413,new-sku,"Нертус","Нертус","Біммер, к.е.","10 л","діметоат, 400 г/л","",herbitsydy,"Гербіцид",8.1,6.75,7.43,USD,"","","",,67
1414,new-sku,"Нертус","Нертус","Дозор, ЗП","0.6 кг","феноксикарб, 250 г/кг","",herbitsydy,"Гербіцид",55.7,46.41,51.05,USD,"","","",,73
1415,new-sku,"Нертус","Нертус","Спікер, КЕ","5 л","Диметоат, 300г/л; бетаципереметрин, 40 г/л","",herbitsydy,"Гербіцид",9.32,7.76,8.54,USD,"","","",,80
1416,new-sku,"Нертус","Нертус","Вікінг, в.с.к. *у разі купівлі препарату більше 300л знижка 2,5%, більше 500л знижка 5%","20 л","карбоксин, 200 г/л; тирам, 200 г/л","",herbitsydy,"Гербіцид",9.4,7.84,8.62,USD,"","","",,92
1417,new-sku,"Нертус","Нертус","Фаер, ТН","1 л","тирам, 400 г/л; тібендазол, 20 г/л; металаксил-М, 116 г/л","",herbitsydy,"Гербіцид",37.73,31.44,34.58,USD,"","","",,98
1418,new-sku,"Нертус","Нертус","Талант ПАР","5 л","Етоксилат ізодецилового спирту, 900г/л","",herbitsydy,"Гербіцид",8.81,7.34,8.07,USD,"","","",,104
1419,new-sku,"PEST.UA","PEST.UA","Астарг, КЕ","5 л","Хізалофоп-П-етил, 125 г/л","0,4-0,8(0,8-1,2)",herbitsydy,"Гербіцид",7.35,6.12,6.73,USD,"","","",,6
1420,new-sku,"PEST.UA","PEST.UA","Бернар, ВР","20 л","бентазон, 480г/л","1,5-3,0",herbitsydy,"Гербіцид",8.18,6.81,7.49,USD,"","","",,9
1421,new-sku,"PEST.UA","PEST.UA","Вентура, КЕ","5 л","клетодим,120 г/л","0,8 - 1,8",herbitsydy,"Гербіцид",6.9,5.75,6.33,USD,"","","",,10
1422,new-sku,"PEST.UA","PEST.UA","Гюнтер, ВГ","5 л","Трибенурон-метил, 575 г/кг + флорасулам, 195 г/кг","0,3 - 0,5",herbitsydy,"Гербіцид",72.25,60.21,66.23,USD,"","","",,12
1423,new-sku,"PEST.UA","PEST.UA","Джуліан, РК","5 л","дикамба, 480 г/л","0,15 - 0,8",herbitsydy,"Гербіцид",10.7,8.91,9.8,USD,"","","",,13
1424,new-sku,"PEST.UA","PEST.UA","Пристар, ВГ","флакон 0,5 кг","трибенурон-метил, 750 г/кг","0,020 - 0,025",herbitsydy,"Гербіцид",22.97,19.14,21.05,USD,"","","",,23
1425,new-sku,"PEST.UA","PEST.UA","Торино, ВГ","упак. 0,1 кг","тифенсульфурон-метил, 750 г/кг","0,010 - 0,025",herbitsydy,"Гербіцид",80.27,66.89,73.58,USD,"","","",,30
1426,new-sku,"PEST.UA","PEST.UA","Юкатан, КЕ","5 л","кломазон, 480г/л","0,15-0,25",herbitsydy,"Гербіцид",9.52,7.94,8.73,USD,"","","",,33
1427,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Бентазон, РК","4*5л.","бентазон, 480 г/л","1,5-4,0",herbitsydy,"Гербіцид",8.15,6.79,7.47,USD,"alfa-bentazon-rk-alfa-smart-agro","Альфа-Бентазон, РК","5 л",premium,37
1428,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Бригадир, КЕ","4*5л.","десмедифам, 71 г/л + фенмедифам, 91 г/л + етофумезат, 112 г/л","1",herbitsydy,"Гербіцид",9.9,8.25,9.08,USD,"alfa-bryhadyr-ke-alfa-smart-agro","Альфа-Бригадир, КЕ","5 л",premium,38
1429,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Гетьман, КЕ","10л.","метолахлор, 960г/л","",herbitsydy,"Гербіцид",8.26,6.88,7.57,USD,"alfa-hetman-ke-alfa-smart-agro","Альфа-Гетьман, КЕ","10 л",premium,39
1430,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Дикамба, РК","4*5л.","дикамба, 480 г/л","0,15-0,8",herbitsydy,"Гербіцид",11.62,9.68,10.65,USD,"alfa-dykamba-rk-alfa-smart-agro","Альфа-Дикамба, РК","5 л",premium,40
1431,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Маїс, ВГ","4*5л.","тифенсульфурон-метил, 750 г/кг","0,006-0,020",herbitsydy,"Гербіцид",82.93,69.11,76.02,USD,"alfa-mayis-vh-alfa-smart-agro","Альфа-Маїс, ВГ","5 л",premium,41
1432,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Піралід, РК","4*5л.","клопіралід, 300 г/л","0,1-1,0",herbitsydy,"Гербіцид",24.1,20.08,22.09,USD,"alfa-piralid-rk-alfa-smart-agro","Альфа-Піралід, РК","5 л",premium,42
1433,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Альфа-Прометрин, КС","4*5л.","прометрин, 500 г/л","2,0-5,0",herbitsydy,"Гербіцид",5.05,4.21,4.63,USD,"alfa-prometryn-ks-alfa-smart-agro","Альфа-Прометрин, КС","5 л",premium,43
1434,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Антизлак, КЕ (тільки разом з ПАР Омега Екстра, КЕ, ціна за комплект 1:1)","4*5л.","клетодим, 240 г/л","0,4-0,8",herbitsydy,"Гербіцид",23.1,19.25,21.18,USD,"antyzlak-ke-tilky-razom-z-par-omeha-ekstra-ke-tsina-za-kompl","Антизлак, КЕ (тільки разом з ПАР Омега Екстра, КЕ, ціна за комплект 1:1)","5 л",premium,45
1435,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Верітан, РК","4*5л.","імазамокс, 50 г/л","",herbitsydy,"Гербіцид",16.5,13.75,15.13,USD,"veritan-rk-alfa-smart-agro","Верітан, РК","5 л",premium,46
1436,new-packaging,"ALFASMARTAGRO","Alfa Smart Agro","Гладіатор, КС","4*5л.","метамітрон, 700 г/л","",herbitsydy,"Гербіцид",20.46,17.05,18.76,USD,"hladiator-ks-alfa-smart-agro","Гладіатор, КС","5 л",premium,47
1437,new-sku,"Himagro","Himagro","ЕТАФОРОН, ВГ","0.25 л","етаметсульфурон-метил, 750 г/кг","0,02-0,025",herbitsydy,"Гербіцид",207,172.5,189.75,USD,"","","",,4
1438,new-sku,"Himagro","Himagro","ЛУАЗИТ, КС","20 л","флуазифоп-п-бутил, 150 г/л","0,5-2,0",herbitsydy,"Гербіцид",12.65,10.54,11.59,USD,"","","",,5
1439,new-sku,"Himagro","Himagro","МАГІСТР, ВГ    *","1 кг","флуміоксазин, 510 г/кг","0,08-0,12",herbitsydy,"Гербіцид",92,76.67,84.34,USD,"","","",,9
1440,new-sku,"Himagro","Himagro","САРАЦИН, ЗП","0.25 кг","метсульфурон-метил, 600 г/кг","0,008-0,01",herbitsydy,"Гербіцид",26.45,22.04,24.24,USD,"","","",,10
1441,new-sku,"Himagro","Himagro","ТОТАЛ ПАУЕР, ВГ","10 кг","гліфосат, 800 г/кг (еквівалент 888 г/кг амонійної солі)","1,0-4,0",herbitsydy,"Гербіцид",8.28,6.9,7.59,USD,"","","",,11
1442,new-sku,"Himagro","Himagro","АВАНГАРД, КЕ","20 л","металохлор, 960 г/л","1,6 - 2,6",herbitsydy,"Гербіцид",11.5,9.58,10.54,USD,"","","",,15
1443,new-sku,"Himagro","Himagro","АМАДОР, ВГ","0.5 кг","амідосульфурон, 750 г/кг","0,02 - 0,03",herbitsydy,"Гербіцид",92,76.67,84.34,USD,"","","",,18
1444,new-sku,"Himagro","Himagro","ГЕРСОТИЛ, ВГ","0.5 кг","трибенурон-метил, 750 г/кг","0,015 - 0,025",herbitsydy,"Гербіцид",24.15,20.13,22.14,USD,"","","",,21
1445,new-sku,"Himagro","Himagro","ГОРИЗОНТ, КЕ","20 л","Фенмедифам 91г/л,  десмедифам,71 г/л, етофумезат 112 г/л","1,0 -3,0",herbitsydy,"Гербіцид",10.35,8.63,9.49,USD,"","","",,22
1446,new-sku,"Himagro","Himagro","ГОПЛИТ","1 л","Клетодим, 240г/л","0,5-0,8",herbitsydy,"Гербіцид",11.73,9.77,10.75,USD,"","","",,25
1447,new-sku,"Himagro","Himagro","Експерт Про (ГАВАНЬ +), МД","10 л","нікосульфурону 30 г/л + мезотріону 75 г/л","1,25–2,0",herbitsydy,"Гербіцид",11.27,9.39,10.33,USD,"","","",,28
1448,new-sku,"Himagro","Himagro","ЗЛАКОДИН, ВГ","0.2 кг","сульфосульфурон 750 г/кг","0,013-0,026",herbitsydy,"Гербіцид",310.5,258.75,284.63,USD,"","","",,30
1449,new-sku,"Himagro","Himagro","+ Поліамін, ВР","5 л","","0,4-0,6 л/га",herbitsydy,"Гербіцид",7.82,6.52,7.17,USD,"","","",,32
1450,new-sku,"Himagro","Himagro","КЛІНЕФЕКТ, ВГ","1 кг","імазамокс, 700 г/кг","0,06-0,08",herbitsydy,"Гербіцид",172.5,143.75,158.13,USD,"","","",,33
1451,new-sku,"Himagro","Himagro","КЛІНКОРН, МД   *","10 л","нікосульфурон 40 г/л  + флуроксипір 110 г/л","1,3-1,5",herbitsydy,"Гербіцид",11.5,9.58,10.54,USD,"","","",,34
1452,new-sku,"Himagro","Himagro","ОВЕРСАЙЗ","20 л","нікосульфурон 40 г/л  + мезотріон 70 г/л + тербутилазин, 200г/л","2,0-3,0",herbitsydy,"Гербіцид",17.25,14.38,15.82,USD,"","","",,36
1453,new-sku,"Himagro","Himagro","КРАТОС, КЕ","20 л","ацетохлор, 900 г/л","1,5 - 3,0",herbitsydy,"Гербіцид",5.64,4.7,5.17,USD,"","","",,38
1454,new-sku,"Himagro","Himagro","МІКОДИН, РК","20 л","2,4-Д, 334 г/л і дикамби кислоти, 120 г/л","0,5 - 1,23",herbitsydy,"Гербіцид",7.48,6.23,6.85,USD,"","","",,40
1455,new-sku,"Himagro","Himagro","НОРВЕЛ, КЕ","10 л","хізалофоп-п-етил  50 г/л","1,0 - 3,0",herbitsydy,"Гербіцид",6.67,5.56,6.12,USD,"","","",,43
1456,new-sku,"Himagro","Himagro","НОРВЕЛ ЕКСТРА, КЕ","20 л","хізалофоп-п-етил  125 г/л","1,0-1,24",herbitsydy,"Гербіцид",8.28,6.9,7.59,USD,"","","",,45
1457,new-sku,"Himagro","Himagro","ОПТИМУМ, РК","20 л","дикамба, 480 г/л","0,15 - 0,8",herbitsydy,"Гербіцид",10.58,8.82,9.7,USD,"","","",,52
1458,new-sku,"Himagro","Himagro","ОПОРА, КЕ","20 л","кломазон 480г/л","0.2",herbitsydy,"Гербіцид",10.35,8.63,9.49,USD,"","","",,56
1459,new-sku,"Himagro","Himagro","ОРІОН, ВГ","0.25 кг","тифенсульфурон-метил, 750 г/кг","0,008 - 0,015",herbitsydy,"Гербіцид",86.25,71.88,79.07,USD,"","","",,59
1460,new-sku,"Himagro","Himagro","ПОДМАРИН, КЕ","20 л","2-етилгексиловий ефір 2,4-Д 452,42 г/л і флорасулам 6,25 г/л","0,4 - 0,6",herbitsydy,"Гербіцид",6.67,5.56,6.12,USD,"","","",,60
1461,new-sku,"Himagro","Himagro","ПОЗИТИВ ПЛЮС, КС","20 л","прометрин, 500 г/л","2,0 - 4,0",herbitsydy,"Гербіцид",5.18,4.31,4.74,USD,"","","",,64
1462,new-sku,"Himagro","Himagro","ПРІОРИТЕТ, КС","20 л","нікосульфурон 40 г/л","1,0 - 1,25",herbitsydy,"Гербіцид",6.33,5.27,5.8,USD,"","","",,68
1463,new-sku,"Himagro","Himagro","ПРОТЕЖЕ, РК","20 л","бентазон, 560 г/л","1,5-2,5",herbitsydy,"Гербіцид",10.93,9.1,10.01,USD,"","","",,71
1464,new-sku,"Himagro","Himagro","ПУЛЬСАГРО, ВР","10 л","імазамокс, 33г/л, імазапір,15 г/л","1-1,2",herbitsydy,"Гербіцид",14.95,12.46,13.71,USD,"","","",,73
1465,new-sku,"Himagro","Himagro","СВЕКЛОФОР, КС","10 л","метамітрон, 700 г/л","5,0-6,0",herbitsydy,"Гербіцид",24.15,20.13,22.14,USD,"","","",,74
1466,new-sku,"Himagro","Himagro","СТУГНА","1 л","флорасулам, 250 г/л","0,02-0,025",herbitsydy,"Гербіцид",39.1,32.58,35.84,USD,"","","",,75
1467,new-sku,"Himagro","Himagro","ТРИСТАР, ВГ","0.350 кг","трибенурон-метил, 40 г/л, тифенсульфурон-метил,40 г/л, флуроксипір-мептил,360 г/л","0,350 г/га",herbitsydy,"Гербіцид",25.3,21.08,23.19,USD,"","","",,86
1468,new-sku,"Himagro","Himagro","ФЕРМЕР, КЕ","1 л","оксифлуорфен, 240 г/л","0,3 - 1,0",herbitsydy,"Гербіцид",25.3,21.08,23.19,USD,"","","",,87
